"COL0","COL1"
"35203916",4485.00
"35203917",3867.80
"35203919",8871.00
"35203921",4219.70
"35203922",4317.30
"35203925",7793.70
"35203926",9454.50
"35203927",4832.20
"35203928",7059.80
"35203929",3572.20
"35203930",5198.10
"35203931",7054.10
"35203932",6240.10
"35203933",6254.20
"35203936",8225.40
"35203937",2192.10
"35203938",8639.60
"35203939",8551.10
"35203940",6943.60
"35203943",4823.50
"35203945",12863.80
"35203946",15565.40
"35203947",21966.10
"35203948",22217.70
"35203951",15917.40
"35203953",8255.60
"35203954",8815.30
"35203955",1799.60
"35203958",4481.70
"35203959",17996.30
"35203960",4419.50
"35203961",9650.00
"35203962",11426.20
"35203965",17162.70
"35203971",23614.30
"35203973",1204.30
"35203974",19260.60
"35203975",12994.10
"35203976",14401.80
"35203977",23228.10
"35203978",12742.90
"35203979",6211.80
"35203980",11848.10
"35203981",7939.90
"35203984",11842.50
"35203986",30240.00
"35203987",17678.20
"35203989",3062.20
"35203990",7394.10
"35203991",11830.80
"35203992",8577.20
"35203993",6155.90
"35203994",18899.90
"35203995",10536.00
"35203997",11670.60
"35203998",1248.00
"35204001",16104.50
"35204003",7372.50
"35204004",37740.80
"35204005",7115.40
"35204006",3416.80
"35204007",18271.60
"35204009",21657.60
"35204010",1652.50
"35204011",20716.30
"35204012",3497.40
"35204013",44810.90
"35204014",15172.90
"35204015",18595.40
"35204018",23009.50
"35204019",32014.90
"35204020",42791.20
"35204021",29166.70
"35204022",11998.90
"35204024",42051.30
"35204026",14444.40
"35204027",22991.30
"35204028",10376.90
"35204029",3776.80
"35204030",7880.90
"35204032",3373.50
"35204033",12806.80
"35204034",6619.20
"35204035",6931.70
"35204036",835.20
"35204038",9631.60
"35204039",9003.90
"35204040",5600.80
"35204041",8317.30
"35204042",9105.70
"35204043",26639.10
"35204045",26350.90
"35204047",771.60
"35204049",9694.20
"35204052",25161.60
"35204053",8686.10
"35204054",12948.90
"35204055",13625.30
"35204056",17869.00
"35204057",57757.00
"35204058",6324.70
"35204059",26427.30
"35204060",2154.50
"35204061",14062.20
"35204062",2280.50
"35204063",22302.00
"35204064",8455.70
"35204065",12593.50
"35204066",12194.70
"35204067",1138.50
"35204068",27631.00
"35204069",15191.60
"35204070",4632.00
"35204072",11722.60
"35204073",27520.70
"35204074",24922.90
"35204075",3211.80
"35204076",27267.60
"35204077",36891.60
"35204079",15299.90
"35204080",16455.00
"35204081",30384.60
"35204082",31459.10
"35204083",37307.70
"35204084",4250.60
"35204085",20780.00
"35204087",22139.80
"35204088",46000.00
"35204089",63333.30
"35204090",36520.40
"35204091",14865.40
"35204092",3867.00
"35204093",8312.60
"35204094",11749.60
"35204095",2060.40
"35204096",37191.80
"35204097",37430.10
"35204098",4737.50
"35204100",32980.00
"35204101",31405.20
"35204103",18145.40
"35204105",12053.60
"35204106",2483.80
"35204107",8067.80
"35204109",7376.70
"35204110",18266.40
"35204111",7224.10
"35204113",2646.60
"35204114",2506.40
"35204115",21276.60
"35204116",26201.80
"35204117",17796.80
"35204118",23065.20
"35204119",22941.90
"35204120",5866.00
"35204121",20444.80
"35204124",11273.00
"35204125",8478.50
"35204126",2287.70
"35204127",9214.00
"35204128",15240.00
"35204129",10751.60
"35204130",3416.30
"35204131",1080.90
"35204133",21277.70
"35204134",8148.10
"35204135",43899.70
"35204136",5197.80
"35204137",13389.50
"35204138",14066.30
"35204139",11554.70
"35204141",19114.20
"35204142",12048.30
"35204143",8238.80
"35204144",16139.20
"35204145",17668.60
"35204146",7425.60
"35204147",4031.90
"35204148",8187.70
"35204149",5877.70
"35204150",7277.00
"35204151",5024.30
"35204152",3420.60
"35204153",5245.60
"35204154",3838.50
"35204155",9558.80
"35204156",6094.20
"35204157",716.80
"35204159",5678.70
"35204160",10936.10
"35204161",6748.50
"35204162",2947.40
"35204163",3132.40
"35204164",6887.90
"35204165",12694.90
"35204166",4983.00
"35204167",5737.90
"35204168",6039.70
"35204169",3140.10
"35204170",2897.00
"35204171",9140.90
"35204172",3407.00
"35204173",3278.00
"35204174",9740.70
"35204176",12191.00
"35204177",6238.00
"35204178",1846.10
"35204179",5610.80
"35204180",4792.20
"35204181",5554.60
"35204182",2416.80
"35204183",2158.60
"35204184",60505.10
"35204186",8643.10
"35204187",29891.30
"35204188",16686.20
"35204189",17173.90
"35204190",73674.70
"35204191",12840.20
"35204192",27360.40
"35204193",323.60
"35204194",4455.40
"35204195",40411.60
"35204196",33469.40
"35204197",37484.70
"35204198",59060.80
"35204199",27903.20
"35204200",11408.50
"35204201",1983.10
"35204202",4922.80
"35204204",5067.90
"35204205",5630.10
"35204206",6305.10
"35204207",1508.90
"35204208",31568.60
"35204209",6330.90
"35204211",7364.90
"35204212",35053.80
"35204213",3086.40
"35204214",8330.70
"35204215",7623.40
"35204216",6510.20
"35204217",8054.10
"35204218",5159.80
"35204219",6797.00
"35204220",1122.70
"35204221",18672.60
"35204222",34298.60
"35204224",14763.00
"35204225",15875.00
"35204226",17802.20
"35204227",6828.00
"35204228",24883.90
"35204229",27286.30
"35204230",20245.40
"35204231",19396.40
"35204232",2607.20
"35204233",7230.00
"35204235",2916.40
"35204236",4984.90
"35204237",8568.90
"35204238",3694.40
"35204240",15979.40
"35204242",18672.80
"35204243",14445.60
"35204244",3436.70
"35204245",1937.30
"35204246",32790.70
"35204249",12753.20
"35204250",11281.30
"35204251",2823.00
"35204252",2826.20
"35204253",2564.90
"35204254",20523.30
"35204255",113928.60
"35204256",3333.30
"35204257",2829.50
"35204258",0.00
"35204259",17749.20
"35204261",16057.90
"35204262",3717.50
"35204263",2489.60
"35204265",754.10
"35204266",4553.80
"35204267",4254.60
"35204268",10085.90
"35204269",23631.80
"35204271",2195.00
"35204272",16691.20
"35204273",3809.50
"35204274",21401.50
"35204275",11157.90
"35204276",3161.20
"35204277",3374.30
"35204278",496.50
"35204279",2426.60
"35204280",3285.70
"35204281",6864.00
"35204282",2959.50
"35204283",5000.00
"35204284",22449.10
"35204285",5777.50
"35204286",4641.10
"35204287",6003.10
"35204288",3534.40
"35204289",5998.50
"35204290",8509.80
"35204291",5788.80
"35204292",6744.80
"35204293",1856.00
"35204294",3450.40
"35204295",5353.30
"35204296",4728.90
"35204297",4347.00
"35204298",11219.70
"35204299",4475.90
"35204300",5753.30
"35204301",1914.90
"35204302",4089.10
"35204303",2851.90
"35204304",3312.50
"35204305",12553.40
"35204306",21618.50
"35204307",44888.10
"35204309",3985.30
"35204310",40776.70
"35204311",69909.50
"35204312",66945.80
"35204313",5780.30
"35204314",24104.90
"35204315",4072.10
"35204317",55146.20
"35204318",3190.50
"35204319",2660.70
"35204321",27490.80
"35204322",2602.50
"35204323",5739.50
"35204324",3394.90
"35204325",2857.10
"35204326",9568.30
"35204327",3212.50
"35204328",7888.50
"35204329",8198.90
"35204330",25473.20
"35204331",24564.00
"35204332",2365.50
"35204333",22264.40
"35204334",2457.90
"35204335",17500.00
"35204336",3690.20
"35204337",15275.80
"35204338",2550.70
"35204339",1627.10
"35204340",3336.90
"35204341",3167.70
"35204342",1164.20
"35204343",2453.20
"35204344",5998.90
"35204345",8103.00
"35204346",22945.70
"35204347",17193.90
"35204348",5212.60
"35204349",4763.10
"35204350",4337.20
"35204351",11989.20
"35204352",7788.00
"35204353",15987.10
"35204355",10669.10
"35204356",3965.20
"35204357",12790.70
"35204358",17193.40
"35204359",1961.40
"35204360",986.80
"35204361",3978.90
"35204362",4542.30
"35204363",846.20
"35204364",4158.20
"35204365",4378.20
"35204366",1892.40
"35204367",19601.90
"35204369",5338.40
"35204370",55767.80
"35204371",267246.40
"35204372",17785.60
"35204373",2093.00
"35204374",4204.30
"35204375",3368.20
"35204376",4708.10
"35204377",2577.50
"35204378",3241.20
"35204379",1516.80
"35204380",31326.20
"35204381",37068.10
"35204382",29814.60
"35204383",5282.10
"35204384",21329.60
"35204385",7977.80
"35204386",7950.30
"35204387",4068.50
"35204388",5402.00
"35204389",9105.10
"35204390",41187.10
"35204391",3233.90
"35204392",7041.40
"35204393",2979.50
"35204394",2410.00
"35204395",3480.70
"35204396",3435.50
"35204397",6304.30
"35204398",6642.90
"35204399",4248.30
"35204400",2459.90
"35204401",17438.90
"35204402",5574.70
"35204403",5126.30
"35204404",5076.60
"35204405",6758.60
"35204406",8037.70
"35204407",6789.30
"35204408",5299.50
"35204409",5949.80
"35204410",5459.90
"35204411",13372.40
"35204412",6919.10
"35204413",29212.80
"35204414",17757.30
"35204415",18187.30
"35204416",3568.00
"35204417",4494.30
"35204418",3363.00
"35204419",3847.80
"35204420",4935.20
"35204421",3120.60
"35204422",3913.70
"35204423",5204.30
"35204424",4546.80
"35204425",14236.80
"35204426",15330.00
"35204427",14885.90
"35204428",1949.20
"35204429",3253.90
"35204430",19575.40
"35204431",1350.60
"35204432",12258.80
"35204433",2661.90
"35204434",3094.00
"35204435",3433.00
"35204436",33075.70
"35204437",3631.40
"35204438",8055.60
"35204439",13209.40
"35204440",3665.60
"35204441",4547.90
"35204442",4236.40
"35204443",8442.90
"35204444",1975.50
"35204445",7630.70
"35204446",23598.60
"35204447",7171.00
"35204448",9714.30
"35204449",6383.30
"35204450",5959.60
"35204451",7008.40
"35204452",7806.90
"35204453",4432.50
"35204454",5712.30
"35204455",14569.70
"35204456",7998.60
"35204457",3095.10
"35204458",5713.70
"35204460",535.40
"35204461",7317.40
"35204462",8919.90
"35204463",7701.60
"35204464",16272.90
"35204465",5203.70
"35204466",50988.70
"35204467",34181.80
"35204468",37673.10
"35204469",20922.10
"35204470",47405.90
"35204471",2064.20
"35204472",10097.30
"35204473",8986.40
"35204474",4303.20
"35204475",6926.70
"35204476",8069.60
"35204477",7727.30
"35204478",278.80
"35204479",7.90
"35204480",3027.50
"35204481",9328.60
"35204482",5661.20
"35204483",9637.20
"35204484",6676.30
"35204485",6912.30
"35204486",10258.60
"35204487",52347.60
"35204488",55156.70
"35204489",50074.10
"35204490",8977.70
"35204491",6819.40
"35204492",5480.60
"35204493",8291.50
"35204494",16827.70
"35204495",12082.40
"35204496",12767.10
"35204497",10251.90
"35204498",8327.90
"35204499",10505.60
"35204500",5165.50
"35204501",8356.90
"35204502",10645.20
"35204503",9402.00
"35204504",4728.80
"35204505",24395.10
"35204506",18747.30
"35204507",31423.90
"35204508",13952.30
"35204509",2773.70
"35204510",8432.30
"35204511",2495.90
"35204512",6770.40
"35204513",9164.40
"35204514",8657.80
"35204515",8467.10
"35204516",10195.50
"35204517",5241.60
"35204518",10666.70
"35204519",9729.70
"35204520",18833.30
"35204521",9457.70
"35204522",10091.30
"35204523",8530.30
"35204524",9280.60
"35204525",10356.00
"35204526",11047.40
"35204527",7184.20
"35204528",8829.80
"35204529",7132.90
"35204530",6604.40
"35204531",8199.70
"35204532",24736.80
"35204533",36105.90
"35204534",13927.50
"35204535",33834.10
"35204536",32527.10
"35204537",14953.70
"35204538",6191.00
"35204539",9270.80
"35204540",4899.00
"35204541",7612.90
"35204542",8975.90
"35204543",10520.70
"35204544",22546.10
"35204545",16769.90
"35204546",9814.80
"35204547",8980.80
"35204548",19337.00
"35204549",2434.00
"35204550",8525.30
"35204551",8159.50
"35204552",3834.00
"35204553",7723.40
"35204554",6565.90
"35204555",2272.30
"35204556",9829.20
"35204557",9422.00
"35204558",43715.80
"35204559",2906.50
"35204560",8069.90
"35204561",11025.60
"35204562",11727.60
"35204563",41544.70
"35204564",86477.30
"35204565",63539.80
"35204566",33098.60
"35204567",101598.90
"35204568",10221.20
"35204569",11131.10
"35204570",15294.10
"35204571",19702.10
"35204572",8642.20
"35204573",11793.80
"35204574",9344.50
"35204575",10815.60
"35204576",6469.20
"35204577",7908.60
"35204578",60891.60
"35204579",59264.70
"35204580",39068.80
"35204581",25107.40
"35204582",27591.20
"35204583",14579.90
"35204584",18337.70
"35204585",25727.00
"35204586",10146.10
"35204587",32272.70
"35204588",54382.80
"35204589",36300.90
"35204590",28529.40
"35204591",45464.30
"35204592",44207.00
"35204593",31544.40
"35204594",59000.00
"35204595",118461.50
"35204596",51742.40
"35204597",75753.40
"35204598",22639.30
"35204599",96024.10
"35204600",43849.80
"35204601",115111.10
"35204602",16038.50
"35204603",10198.50
"35204605",93700.80
"35204606",71590.90
"35204607",12259.00
"35204608",19977.20
"35204609",1971.60
"35204610",62521.00
"35204611",63220.30
"35204612",21886.80
"35204613",31638.40
"35204614",68561.60
"35204615",10609.60
"35204616",5963.90
"35204617",4384.30
"35204618",73922.70
"35204620",21140.10
"35204621",37457.60
"35204622",32413.80
"35204623",14210.50
"35204624",37586.20
"35204625",9254.10
"35204626",6486.50
"35204627",9931.80
"35204628",6777.20
"35204629",7932.40
"35204630",5448.10
"35204631",10087.10
"35204632",5000.00
"35204633",15073.10
"35204634",97.60
"35204635",3477.60
"35204636",6216.70
"35204637",6002.30
"35204638",7354.70
"35204639",6869.60
"35204640",6364.90
"35204641",5185.20
"35204642",4395.40
"35204643",6212.50
"35204644",5844.50
"35204645",3789.40
"35204646",8427.70
"35204647",24956.50
"35204648",9466.10
"35204649",2827.30
"35204650",21021.40
"35204652",47768.20
"35204653",50215.90
"35204655",32306.20
"35204656",16875.00
"35204657",18038.00
"35204658",10485.40
"35204659",14875.30
"35204660",11672.00
"35204661",12623.00
"35204662",24891.00
"35204663",9914.90
"35204664",12130.80
"35204665",12746.80
"35204666",25449.20
"35204667",6443.80
"35204668",15524.00
"35204669",30310.60
"35204670",8207.90
"35204671",13026.70
"35204672",2109.80
"35204673",4244.80
"35204674",3735.70
"35204675",5887.00
"35204676",24309.70
"35204678",4499.40
"35204679",6785.70
"35204680",2388.70
"35204681",4479.00
"35204682",4284.40
"35204683",5644.70
"35204684",11791.00
"35204685",4593.20
"35204686",4718.10
"35204687",6037.40
"35204688",13876.30
"35204689",16817.20
"35204690",6903.60
"35204691",9449.80
"35204692",7594.90
"35204693",6689.70
"35204694",8169.00
"35204695",909.80
"35204696",4168.30
"35204697",18815.30
"35204698",1346.80
"35204699",61782.20
"35204700",12777.80
"35204701",204.80
"35204704",24076.70
"35204705",2925.40
"35204707",12539.30
"35204708",3179.60
"35204709",2425.90
"35204710",371.60
"35204711",4305.60
"35204712",1835.40
"35204714",3803.10
"35204715",5915.60
"35204716",5882.40
"35204717",2044.20
"35204718",2317.20
"35204719",6243.50
"35204720",7364.20
"35204721",7857.10
"35204722",2997.70
"35204723",1070.50
"35204725",279.70
"35204726",10676.90
"35204727",10603.40
"35204728",9911.50
"35204729",11436.90
"35204730",14596.00
"35204731",15714.30
"35204732",10814.70
"35204733",47.30
"35204734",14637.70
"35204735",20262.50
"35204736",3284.00
"35204737",5596.50
"35204738",32208.40
"35204739",4372.70
"35204740",17582.50
"35204741",5517.80
"35204742",16027.80
"35204743",372.70
"35204744",4556.90
"35204745",3552.70
"35204746",4036.80
"35204747",7696.90
"35204748",23720.30
"35204749",32771.10
"35204750",982.30
"35204751",11655.60
"35204752",9428.60
"35204753",13015.90
"35204754",59203.30
"35204755",42226.10
"35204756",25378.00
"35204757",7749.50
"35204758",44736.80
"35204759",36666.70
"35204760",444.90
"35204761",5333.90
"35204762",4251.20
"35204763",11414.20
"35204764",868.90
"35204765",27209.60
"35204766",6232.30
"35204767",44032.30
"35204768",13172.50
"35204769",1935.00
"35204770",6452.30
"35204771",1213.90
"35204772",28136.70
"35204773",6388.60
"35204774",27869.30
"35204775",10591.70
"35204776",31121.20
"35204777",33387.10
"35204778",5133.80
"35204779",4904.60
"35204780",3404.40
"35204781",2886.20
"35204782",92007.00
"35204783",0.00
"35204784",0.00
"35204785",2478.90
"35204786",3525.70
"35204787",11104.00
"35204788",6145.90
"35204789",26250.00
"35204790",20801.70
"35204791",3539.30
"35204793",704.40
"35204794",24274.20
"35204795",10251.70
"35204796",20979.90
"35204797",12617.70
"35204798",11164.10
"35204799",5332.90
"35204800",1038.70
"35204801",10341.70
"35204802",8008.70
"35204803",26057.00
"35204805",7834.30
"35204806",8234.10
"35204807",25966.00
"35204808",18856.50
"35204809",10744.40
"35204810",6023.50
"35204811",18448.90
"35204812",16647.70
"35204813",9945.90
"35204814",28096.70
"35204815",39811.30
"35204816",40000.00
"35204817",15268.40
"35204819",32041.80
"35204820",56436.60
"35204821",9883.80
"35204822",51243.40
"35204823",35414.80
"35204824",71020.40
"35204825",19894.40
"35204826",10913.80
"35204827",18188.90
"35204828",76913.60
"35204829",28368.10
"35204830",25749.10
"35204831",24677.40
"35204832",39549.50
"35204833",7053.30
"35204835",5841.90
"35204836",6177.40
"35204837",9203.40
"35204838",45721.20
"35204839",27586.80
"35204840",2324.00
"35204841",18276.60
"35204842",31395.60
"35204843",18549.50
"35204844",27284.10
"35204845",16986.20
"35204846",50127.40
"35204847",97902.10
"35204848",18313.30
"35204850",6588.60
"35204851",16602.60
"35204852",5507.60
"35204853",2450.00
"35204854",0.00
"35204855",1183.20
"35204856",1989.70
"35204857",1909.40
"35204858",47807.50
"35204859",102686.60
"35204860",0.00
"35204861",8860.20
"35204862",44163.10
"35204863",71120.70
"35204864",0.00
"35204865",32719.50
"35204866",3191.20
"35204867",20448.20
"35204869",15763.50
"35204870",19883.00
"35204871",39821.80
"35204872",23757.40
"35204873",1113.70
"35204876",111384.60
"35204877",27851.20
"35204878",0.00
"35204879",15753.60
"35204880",25372.70
"35204881",9264.70
"35204882",21064.60
"35204883",50158.30
"35204884",2542.30
"35204885",48200.50
"35204886",12894.70
"35204887",3619.70
"35204888",28652.00
"35204889",13698.60
"35204890",1140.50
"35204891",678.10
"35204892",1254.20
"35204893",2000.00
"35204894",18705.70
"35204895",8237.80
"35204896",10754.60
"35204897",33816.00
"35204898",4286.30
"35204899",0.00
"35204900",53504.40
"35204901",3446.60
"35204902",25025.10
"35204903",5550.30
"35204904",6978.80
"35204905",1629.80
"35204906",6700.50
