"COL0","COL1"
"35201912",8827.80
"35201913",951.50
"35201914",3959.00
"35201915",3239.30
"35201916",2580.00
"35201917",2842.40
"35201919",1090.30
"35201920",2211.80
"35201935",3316.70
"35201936",3537.10
"35201937",3904.50
"35201938",3980.10
"35201939",552.20
"35201940",2629.50
"35201950",3245.00
"35201951",3083.90
"35201952",1843.50
"35201953",3793.30
"35201955",2567.40
"35201958",972.60
"35201959",5945.00
"35201960",17615.80
"35201961",2911.90
"35201962",3947.20
"35201963",3335.80
"35201964",2885.40
"35201965",2626.20
"35201966",2918.40
"35201967",1321.80
"35201968",2871.90
"35201969",4238.40
"35201970",6173.70
"35201971",7631.10
"35201972",9252.70
"35201973",6212.00
"35201976",6991.50
"35201977",11574.30
"35201979",3965.60
"35201983",6022.70
"35201984",8970.00
"35201985",6682.90
"35201986",4593.60
"35201987",2029.70
"35201988",7849.70
"35201989",3708.00
"35201992",9690.70
"35201993",10633.40
"35201996",6729.70
"35201997",6968.40
"35201998",6894.70
"35201999",6440.00
"35202000",6117.90
"35202001",13840.20
"35202002",6802.60
"35202003",26849.60
"35202004",2859.60
"35202005",5251.70
"35202006",3918.80
"35202007",4763.10
"35202013",834.60
"35202016",4634.10
"35202017",27748.60
"35202018",11107.50
"35202019",38120.30
"35202020",5914.50
"35202021",15620.90
"35202022",7420.50
"35202023",4258.70
"35202024",2433.70
"35202025",4331.30
"35202026",7744.00
"35202027",4130.00
"35202028",1991.10
"35202029",3244.00
"35202030",10098.50
"35202031",10916.10
"35202035",10543.30
"35202036",16692.00
"35202037",2902.40
"35202040",11107.20
"35202042",33005.80
"35202045",11671.20
"35202046",5263.20
"35202047",3582.40
"35202048",2598.30
"35202049",3602.90
"35202050",9288.10
"35202051",37761.90
"35202055",23418.60
"35202056",3814.90
"35202057",2268.70
"35202058",1338.60
"35202059",2758.90
"35202065",27669.80
"35202066",3545.10
"35202067",7987.60
"35202071",8884.40
"35202072",2810.80
"35202075",4315.50
"35202078",6863.30
"35202079",6600.90
"35202080",5968.90
"35202084",4097.90
"35202085",15638.70
"35202086",28459.90
"35202087",5986.70
"35202088",7963.80
"35202089",9584.10
"35202090",1485.40
"35202091",3944.20
"35202094",4119.40
"35202096",50459.20
"35202097",1110.60
"35202098",227.50
"35202100",4199.80
"35202101",3896.80
"35202102",4342.60
"35202103",7741.90
"35202104",5639.10
"35202105",3812.30
"35202106",3754.10
"35202107",3234.70
"35202108",6826.00
"35202109",5215.80
"35202110",4590.80
"35202111",3953.00
"35202112",3393.70
"35202113",2514.00
"35202114",3430.80
"35202115",3201.50
"35202116",3884.60
"35202117",4101.60
"35202118",8024.10
"35202119",20803.60
"35202120",8439.90
"35202121",5519.90
"35202122",2226.30
"35202123",4382.90
"35202124",4103.70
"35202125",7287.50
"35202126",4826.60
"35202127",5372.50
"35202128",4013.00
"35202129",7202.10
"35202130",5986.20
"35202131",12672.70
"35202132",13526.10
"35202133",5639.50
"35202134",4134.00
"35202135",6786.60
"35202136",5403.30
"35202137",4925.80
"35202138",3167.30
"35202139",3339.50
"35202140",2296.20
"35202141",743.40
"35202145",14244.20
"35202147",19836.50
"35202149",4867.60
"35202150",5109.90
"35202151",4775.40
"35202152",2827.70
"35202153",4676.50
"35202154",6678.00
"35202155",5443.30
"35202156",3035.30
"35202157",710.50
"35202158",2874.50
"35202159",13.80
"35202160",3180.30
"35202161",3534.60
"35202162",3731.20
"35202163",4907.70
"35202164",4775.40
"35202165",3206.80
"35202166",2788.70
"35202167",1436.10
"35202168",5343.10
"35202169",7099.60
"35202170",4066.10
"35202171",5562.90
"35202172",5547.40
"35202173",2554.80
"35202174",3859.20
"35202175",3512.50
"35202176",3454.40
"35202177",3362.10
"35202178",4679.80
"35202179",17554.90
"35202180",14986.00
"35202181",6141.50
"35202183",2419.10
"35202184",7014.30
"35202185",4910.50
"35202186",3137.70
"35202187",1160.60
"35202188",3472.10
"35202189",5685.50
"35202210",2018.30
"35202211",5361.80
"35202212",2340.70
"35202213",7061.80
"35202214",2154.20
"35202215",7943.90
"35202216",7255.20
"35202217",5438.80
"35202218",1467.90
"35202222",10757.00
"35202223",8116.50
"35202224",8551.50
"35202225",10518.10
"35202226",8027.70
"35202227",8697.90
"35202228",5607.10
"35202229",8392.50
"35202230",5615.10
"35202231",10765.00
"35202232",8184.50
"35202233",9192.30
"35202234",6281.40
"35202235",15746.00
"35202236",11350.70
"35202237",8850.70
"35202238",11534.90
"35202239",7235.30
"35202240",9048.40
"35202241",42572.80
"35202242",10601.50
"35202243",9131.10
"35202244",9032.30
"35202245",11169.90
"35202246",8181.80
"35202247",10065.20
"35202248",6545.20
"35202249",9906.30
"35202251",11119.00
"35202252",12369.30
"35202254",2263.80
"35202255",6786.70
"35202256",6572.90
"35202257",8228.60
"35202258",7120.10
"35202261",5670.70
"35202262",12897.00
"35202263",22150.20
"35202264",42085.90
"35202265",25654.60
"35202266",18599.40
"35202267",10202.30
"35202268",8026.10
"35202269",3306.70
"35202270",7584.20
"35202271",3204.60
"35202272",5595.30
"35202273",9250.30
"35202274",17521.90
"35202275",13048.20
"35202276",3498.20
"35202277",11143.50
"35202278",5045.40
"35202279",8432.10
"35202280",14961.80
"35202281",6611.30
"35202282",3960.70
"35202283",3085.20
"35202284",3063.40
"35202285",7635.80
"35202286",2729.70
"35202287",4663.00
"35202288",3854.50
"35202289",4654.40
"35202290",58057.90
"35202293",2776.50
"35202294",3813.40
"35202295",360.20
"35202296",732.00
"35202297",3246.50
"35202298",3462.90
"35202299",3327.10
"35202300",3009.90
"35202301",3692.40
"35202302",3862.60
"35202303",6130.30
"35202304",3290.10
"35202305",6482.00
"35202306",5299.10
"35202307",7400.30
"35202309",4945.00
"35202310",3935.00
"35202311",13814.70
"35202316",38266.10
"35202321",5027.40
"35202322",7613.50
"35202323",3953.10
"35202324",3304.60
"35202325",3913.80
"35202326",5494.30
"35202327",4198.80
"35202328",4083.50
"35202336",7062.00
"35202337",6372.30
"35202338",5543.00
"35202339",14105.60
"35202340",4417.30
"35202341",5380.00
"35202342",4356.60
"35202343",6429.50
"35202344",7785.70
"35202345",9884.80
"35202346",15128.20
"35202347",9700.50
"35202348",2825.40
"35202349",2529.30
"35202350",2440.90
"35202351",3669.90
"35202352",3085.80
"35202353",4576.40
"35202354",7918.20
"35202355",6618.30
"35202356",8062.50
"35202357",2342.90
"35202358",5747.00
"35202359",5156.40
"35202360",5593.90
"35202361",5875.80
"35202362",9522.30
"35202363",4182.40
"35202364",3563.70
"35202365",5000.00
"35202366",6040.80
"35202367",7227.80
"35202368",7014.70
"35202369",5954.90
"35202370",7636.40
"35202371",7802.90
"35202372",6347.20
"35202373",7940.10
"35202374",7552.20
"35202375",8203.50
"35202376",8599.00
"35202377",7107.30
"35202378",5573.20
"35202379",3249.80
"35202380",4603.50
"35202381",3333.30
"35202382",3789.80
"35202383",3602.80
"35202384",3882.50
"35202385",5414.30
"35202386",5626.70
"35202387",5413.10
"35202388",5417.40
"35202389",4833.10
"35202390",5687.70
"35202391",7370.50
"35202392",4092.70
"35202393",4930.20
"35202394",5220.50
"35202395",4342.30
"35202396",3528.90
"35202398",1277.20
"35202399",802.40
"35202400",4009.10
"35202401",5314.10
"35202402",6116.60
"35202403",1342.00
"35202404",10527.20
"35202405",7019.60
"35202406",6596.70
"35202407",7947.80
"35202408",2795.20
"35202409",19449.50
"35202413",528.60
"35202414",2983.80
"35202415",4258.00
"35202416",3282.00
"35202417",3234.80
"35202418",3010.40
"35202419",931.60
"35202430",12123.80
"35202431",51105.10
"35202433",5909.20
"35202436",3266.30
"35202439",3836.80
"35202440",3250.50
"35202441",3873.40
"35202442",1490.20
"35202443",8071.10
"35202446",1759.70
"35202447",4589.70
"35202448",3941.50
"35202449",1109.40
"35202450",2395.90
"35202451",1672.90
"35202452",3853.60
"35202453",3250.80
"35202454",2521.90
"35202455",2354.40
"35202456",3405.10
"35202457",3175.40
"35202458",2638.40
"35202459",2819.10
"35202460",3994.00
"35202461",8020.60
"35202462",3788.70
"35202466",1146.60
"35202467",6761.60
"35202468",644.10
"35202469",8403.10
"35202472",10013.40
"35202475",11900.80
"35202476",4184.40
"35202477",7028.40
"35202478",2311.50
"35202479",6529.90
"35202480",8117.40
"35202481",1962.90
"35202482",1978.30
"35202483",3327.70
"35202484",7409.50
"35202485",6898.10
"35202486",3458.80
"35202487",3766.40
"35202491",1302.50
"35202492",2818.60
"35202493",3511.60
"35202494",2136.70
"35202495",2573.60
"35202496",2341.80
"35202497",3545.80
"35202498",4639.20
"35202499",4029.80
"35202500",2741.10
"35202501",7013.50
"35202502",2428.70
"35202503",4504.50
"35202504",2501.00
"35202507",3098.70
"35202508",2988.40
"35202509",2486.80
"35202510",6469.80
"35202511",2542.70
"35202512",3467.70
"35202513",2881.10
"35202514",3467.00
"35202515",2488.70
"35202516",6897.00
"35202517",7057.20
"35202522",10180.40
"35202523",5125.40
"35202529",22013.10
"35202534",7998.40
"35202535",2963.60
"35202547",3295.30
"35202548",2506.50
"35202549",2366.00
"35202550",10595.20
"35202551",2726.20
"35202553",17123.30
"35202554",6963.40
"35202555",17941.80
"35202560",1873.90
"35202564",1549.10
"35202565",3738.30
"35202566",3015.90
"35202567",3813.00
"35202568",4270.50
"35202569",5943.80
"35202570",1646.10
"35202571",1745.50
"35202572",4474.40
"35202573",2445.70
"35202574",3084.10
"35202575",3074.00
"35202576",3239.70
"35202577",3386.00
"35202583",3656.90
"35202584",2234.30
"35202585",2843.10
"35202586",3125.40
"35202587",3408.80
"35202588",2690.40
"35202589",4380.30
"35202590",2948.40
"35202591",3698.00
"35202592",822.40
"35202593",9531.60
"35202594",5444.60
"35202597",4181.20
"35202598",3975.80
"35202599",2856.40
"35202600",2924.50
"35202605",5793.90
"35202606",4188.40
"35202608",1503.50
"35202611",1918.90
"35202612",2150.70
"35202613",1636.50
"35202614",3003.10
"35202615",2564.70
"35202616",2770.80
"35202617",2467.90
"35202618",11304.30
"35202619",2454.20
"35202620",4535.80
"35202621",2530.20
"35202622",2190.50
"35202623",2814.70
"35202627",5281.50
"35202628",8433.20
"35202629",630.70
"35202630",408.70
"35202636",4586.50
"35202637",5047.80
"35202638",5902.90
"35202639",5840.60
"35202640",8660.30
"35202641",7074.10
"35202642",6802.20
"35202643",5588.90
"35202644",4217.90
"35202645",5221.60
"35202646",3613.40
"35202647",8175.40
"35202648",9744.90
"35202649",9187.40
"35202650",8972.90
"35202653",4066.80
"35202654",50371.70
"35202655",29350.60
"35202656",38465.60
"35202657",26984.90
"35202666",26757.50
"35202669",34916.90
"35202670",26700.00
"35202671",59817.70
"35202672",5721.80
"35202673",40268.50
"35202674",21959.10
"35202675",5933.80
"35202676",6358.60
"35202677",6670.90
"35202678",7138.20
"35202679",8154.30
"35202680",6198.30
"35202681",5308.00
"35202682",8286.70
"35202683",4779.50
"35202684",5710.00
"35202685",5244.40
"35202686",4236.70
"35202687",8714.30
"35202688",6247.50
"35202689",6453.40
"35202690",4712.30
"35202691",5323.40
"35202694",3364.10
"35202695",2191.20
"35202699",217.80
"35202700",4210.90
"35202701",3359.90
"35202702",1376.20
"35202703",3703.70
"35202704",1920.20
"35202705",13775.80
"35202706",13440.60
"35202707",4667.50
"35202712",6494.20
"35202722",925.90
"35202727",16966.30
"35202733",23736.30
"35202735",13408.90
"35202736",11403.30
"35202739",1119.60
"35202741",4815.60
"35202742",2945.70
"35202743",31802.70
"35202744",11752.80
"35202745",3158.80
"35202746",4799.20
"35202747",2502.80
"35202748",5989.40
"35202749",3856.10
"35202750",7637.70
"35202751",2375.60
"35202752",3360.70
"35202753",2232.40
"35202756",1131.00
"35202757",788.90
"35202758",1740.00
"35202760",2181.90
"35202761",2457.90
"35202762",2949.00
"35202763",3775.40
"35202764",2627.30
"35202765",1869.90
"35202767",1108.00
"35202768",3522.70
"35202769",7489.30
"35202770",664.30
"35202771",3585.60
"35202772",5131.50
"35202773",5699.20
"35202774",5676.50
"35202775",5261.00
"35202776",2119.00
"35202777",2908.00
"35202778",3686.40
"35202779",6237.50
"35202787",4142.30
"35202788",7600.60
"35202789",5583.00
"35202790",15736.30
"35202791",18654.40
"35202792",10803.30
"35202797",8190.70
"35202798",8259.40
"35202799",13569.10
"35202800",13806.60
"35202801",13315.40
"35202802",3929.40
"35202803",5513.50
"35202804",6921.40
"35202805",3255.50
"35202806",5910.00
"35202807",4824.30
"35202808",6863.50
"35202809",1700.10
"35202810",4415.70
"35202811",6688.20
"35202812",6344.20
"35202813",6723.10
"35202814",3145.60
"35202817",35254.90
"35202818",12781.10
"35202819",11705.10
"35202820",11029.90
"35202821",35303.00
"35202823",9354.50
"35202840",3488.60
"35202842",10424.20
"35202843",9398.30
"35202845",4993.10
"35202846",10701.10
"35202847",21116.20
"35202848",24089.30
"35202849",29151.70
"35202850",23879.30
"35202878",3862.20
"35202879",3864.70
"35202880",6973.90
"35202881",3864.00
"35202882",4446.10
"35202883",5180.90
"35202884",3661.70
"35202886",3517.60
"35202887",5944.90
"35202888",4823.90
"35202889",6111.10
"35202890",7130.10
"35202891",4359.70
"35202892",4512.90
"35202893",8820.10
"35202894",12961.60
"35202895",3766.10
"35202896",3272.00
"35202897",2579.80
"35202898",2514.20
"35202899",3405.80
"35202900",7655.80
"35202901",5010.50
"35202902",7353.80
"35202903",9845.70
"35202904",7013.20
"35202905",4991.30
"35202906",6758.00
"35202907",8362.10
"35202910",5576.40
"35202911",6712.30
"35202912",6653.10
"35202918",5749.00
"35202919",7490.10
"35202920",6347.90
"35202928",4218.00
"35202930",7269.20
"35202931",11415.30
"35202932",5000.00
"35202933",1287.30
"35202935",7719.50
"35202936",7864.20
"35202937",8009.80
"35202938",6028.90
"35202939",7885.30
"35202940",3783.10
"35202941",5961.30
"35202942",6160.80
"35202943",9106.10
"35202944",6263.70
"35202945",5126.00
"35202946",3162.50
"35202947",6260.20
"35202948",5866.30
"35202949",6039.90
"35202950",5670.60
"35202951",5751.70
"35202952",5113.20
"35202953",4117.60
"35202954",4514.10
"35202955",7589.70
"35202965",2051.20
"35202966",3938.20
"35202967",3485.30
"35202968",2062.90
"35202969",4668.30
"35202970",5136.30
"35202971",2752.50
"35202972",2692.30
"35202973",2057.40
"35202974",1522.30
"35202975",2388.00
"35202976",3513.50
"35202977",3016.60
"35202982",2009.40
"35202983",6898.80
"35202984",9332.80
"35202985",3077.30
"35202986",5028.00
"35202987",1960.30
"35202988",3437.50
"35202989",3039.40
"35202990",32787.50
"35202991",14739.20
"35202992",1285.10
"35202993",701.00
"35202994",3213.60
"35202995",2702.70
"35202996",2953.40
"35202997",2973.60
"35202998",2228.80
"35202999",3611.90
"35203000",2452.60
"35203001",3358.70
"35203002",4300.20
"35203003",2853.60
"35203004",1373.40
"35203005",2122.10
"35203006",2147.10
"35203007",1962.70
"35203008",2854.00
"35203009",2529.70
"35203015",8057.70
"35203016",4666.70
"35203018",6260.60
"35203026",21304.30
"35203027",5029.10
"35203028",7693.60
"35203029",8668.80
"35203030",7802.00
"35203031",4415.90
"35203032",5000.00
"35203033",6246.00
"35203034",6385.80
"35203035",5047.80
"35203036",5934.60
"35203037",7055.70
"35203038",2424.90
"35203039",8240.40
"35203040",8527.30
"35203041",9765.40
"35203042",315.90
"35203043",4766.20
"35203044",6230.90
"35203045",6560.30
"35203046",5432.40
"35203047",175.40
"35203048",5119.30
"35203049",5821.90
"35203050",9287.50
"35203051",6865.00
"35203052",5673.10
"35203053",9267.10
"35203054",6127.20
"35203055",9505.50
"35203056",3231.70
"35203057",14301.20
"35203058",5613.70
"35203059",4696.70
"35203060",5668.00
"35203061",3062.50
"35203064",3427.60
"35203071",5841.40
"35203072",2779.70
"35203073",4213.00
"35203074",1216.50
"35203075",6215.00
"35203077",5657.90
"35203079",4217.30
"35203080",7338.30
"35203081",6003.50
"35203082",6994.20
"35203086",4642.10
"35203087",4399.00
"35203093",944.50
"35203094",3358.10
"35203095",4042.40
"35203096",4533.60
"35203097",5086.90
"35203098",2635.10
"35203102",3611.40
"35203105",3650.90
"35203107",1243.30
"35203108",3753.60
"35203109",4575.60
"35203110",5236.40
"35203111",2447.70
"35203112",3597.20
"35203113",3612.20
"35203126",4002.60
"35203127",1546.50
"35203128",4453.90
"35203129",7490.50
"35203130",8361.30
"35203131",13131.50
"35203132",11442.30
"35203133",13827.20
"35203134",6469.60
"35203135",3507.80
"35203136",3354.80
"35203137",2592.50
"35203138",966.70
"35203139",4099.00
"35203140",4387.40
"35203141",2323.90
"35203142",2836.80
"35203143",3159.70
"35203144",15498.60
"35203146",1678.40
"35203147",4818.80
"35203148",4735.30
"35203149",11481.50
"35203150",5810.30
"35203151",6292.90
"35203152",3213.30
"35203153",6208.70
"35203154",7731.50
"35203156",28333.30
"35203157",20679.90
"35203160",18761.40
"35203161",5499.50
"35203162",16227.00
"35203163",9279.30
"35203167",11566.30
"35203170",13674.50
"35203174",195.40
"35203175",3086.20
"35203176",8726.20
"35203177",5954.70
"35203183",2526.10
"35203184",9687.50
"35203185",0.00
"35203190",6690.80
"35203191",10937.50
"35203192",10392.20
"35203193",6544.60
"35203194",9661.30
"35203195",17412.40
"35203196",11732.30
"35203197",9154.10
"35203198",12398.50
"35203199",20226.80
"35203200",9436.30
"35203201",10668.10
"35203202",8595.70
"35203203",13007.80
"35203204",9561.60
"35203208",9925.60
"35203209",10848.10
"35203210",11224.50
"35203211",11170.60
"35203212",5724.00
"35203213",7341.30
"35203214",4764.20
"35203216",6705.90
"35203217",8972.70
"35203218",11307.60
"35203219",9168.60
"35203220",9453.70
"35203221",8679.20
"35203222",8968.30
"35203223",11871.70
"35203224",4248.80
"35203225",10961.10
"35203226",9331.00
"35203227",11241.50
"35203228",9864.60
"35203229",5463.50
"35203230",1901.30
"35203231",9612.90
"35203232",12893.80
"35203233",8991.60
"35203234",10476.20
"35203235",6790.00
"35203236",7763.00
"35203237",7113.20
"35203238",5322.90
"35203239",6412.70
"35203240",6281.40
"35203241",7660.50
"35203242",6266.50
"35203243",4751.30
"35203244",775.30
"35203245",5298.20
"35203246",4409.30
"35203247",4888.70
"35203248",5504.50
"35203249",4846.00
"35203250",6186.40
"35203251",6563.30
"35203252",2529.20
"35203253",3372.30
"35203254",6151.60
"35203255",4614.70
"35203256",5945.40
"35203257",1378.00
"35203258",3194.90
"35203259",2426.10
"35203260",6318.80
"35203261",3476.90
"35203263",5422.90
"35203264",6781.10
"35203265",4263.50
"35203266",3930.80
"35203267",4980.20
"35203268",3280.90
"35203269",5307.40
"35203270",1219.90
"35203271",4789.40
"35203273",2788.70
"35203274",14368.00
"35203275",9899.00
"35203276",3388.20
"35203277",3503.90
"35203278",3884.50
"35203279",2435.20
"35203280",3529.90
"35203281",2579.90
"35203282",2687.50
"35203283",4863.90
"35203284",832.30
"35203285",2681.90
"35203286",4042.40
"35203287",2659.60
"35203288",3170.30
"35203289",4483.90
"35203290",14300.00
"35203291",25549.70
"35203292",5834.70
"35203293",5068.90
"35203294",4498.50
"35203296",1673.20
"35203297",3474.70
"35203298",5706.40
"35203299",4008.50
"35203300",4072.70
"35203301",4819.50
"35203314",2284.60
"35203315",3524.70
"35203316",3849.60
"35203317",2549.50
"35203318",2831.40
"35203321",2578.70
"35203322",2211.00
"35203323",1963.40
"35203324",2030.80
"35203330",482272.70
"35203331",11401.90
"35203332",4299.70
"35203333",2898.00
"35203334",4289.80
"35203337",3623.20
"35203338",5125.60
"35203339",4469.70
"35203340",2517.80
"35203342",9222.10
"35203344",3670.40
"35203345",6350.10
"35203346",3883.40
"35203347",6920.30
"35203348",17874.50
"35203350",11384.80
"35203351",5266.40
"35203352",4489.40
"35203353",3638.50
"35203354",5220.30
"35203355",5332.60
"35203356",5206.40
"35203357",5162.70
"35203358",5211.60
"35203359",4827.20
"35203360",4850.70
"35203361",2114.60
"35203362",2548.70
"35203363",3191.10
"35203370",4968.00
"35203371",18782.60
"35203372",13479.90
"35203373",4726.00
"35203374",3498.00
"35203375",4167.80
"35203376",1299.80
"35203377",4233.40
"35203378",2810.90
"35203379",3785.90
"35203380",4660.20
"35203381",4768.80
"35203382",2212.30
"35203383",3247.10
"35203384",4177.70
"35203385",2970.00
"35203386",3286.50
"35203387",4701.30
"35203388",3824.40
"35203389",4283.00
"35203391",3588.90
"35203392",255.70
"35203393",2412.40
"35203394",1387.00
"35203395",4608.60
"35203396",7864.60
"35203399",3654.40
"35203400",3622.90
"35203401",4307.70
"35203402",11682.00
"35203403",1530.80
"35203404",7706.00
"35203405",16988.70
"35203406",5890.80
"35203407",10893.90
"35203408",4998.70
"35203409",3082.40
"35203410",4917.10
"35203411",3659.20
"35203412",4653.50
"35203413",4316.50
"35203414",4322.80
"35203415",4524.30
"35203416",4592.70
"35203417",5077.10
"35203418",5270.30
"35203419",7287.50
"35203420",3964.10
"35203421",2346.20
"35203422",2771.10
"35203423",5160.70
"35203427",3350.60
"35203435",12805.30
"35203439",4411.30
"35203440",5004.20
"35203441",4270.60
"35203442",4592.70
"35203443",5068.80
"35203444",4520.90
"35203445",7487.40
"35203446",8042.60
"35203447",4650.00
"35203448",25356.20
"35203449",8779.60
"35203450",9889.60
"35203451",2164.30
"35203452",5933.20
"35203458",5255.80
"35203461",4811.90
"35203462",4765.70
"35203463",3410.90
"35203465",3320.00
"35203466",8598.90
"35203467",4485.10
"35203468",5949.20
"35203469",6211.70
"35203470",18232.80
"35203471",26576.60
"35203472",5294.10
"35203479",7951.60
"35203480",7671.90
"35203482",1681.90
"35203483",3491.40
"35203484",765.30
"35203485",7000.00
"35203486",9195.00
"35203489",4040.00
"35203490",5354.30
"35203491",3886.00
"35203492",1582.40
"35203493",4411.30
"35203494",3878.90
"35203495",6010.20
"35203496",3608.20
"35203498",4574.20
"35203501",6914.70
"35203502",2874.90
"35203503",4503.40
"35203504",2294.30
"35203505",6154.80
"35203506",5983.90
"35203507",3631.40
"35203508",4472.60
"35203509",4633.20
"35203510",10024.20
"35203511",6045.20
"35203512",4396.20
"35203513",8719.50
"35203519",4029.50
"35203520",8142.50
"35203521",4024.40
"35203522",5850.10
"35203523",5202.20
"35203524",3624.90
"35203525",4464.00
"35203526",2750.90
"35203527",854.00
"35203528",3232.60
"35203529",7612.40
"35203530",6666.70
"35203531",6030.30
"35203532",583.80
"35203533",3258.70
"35203534",3198.20
"35203535",4739.30
"35203536",4128.80
"35203537",4118.10
"35203538",5651.20
"35203539",3354.00
"35203540",6324.10
"35203541",3115.50
"35203542",4350.10
"35203543",4434.10
"35203544",3623.70
"35203545",4738.20
"35203546",5201.40
"35203547",7419.40
"35203548",6631.90
"35203552",4057.20
"35203554",3403.30
"35203561",28793.60
"35203566",499.70
"35203567",5469.40
"35203568",1598.70
"35203569",3862.10
"35203570",3732.90
"35203571",3725.30
"35203572",3980.40
"35203573",2986.10
"35203574",2190.30
"35203575",4391.10
"35203576",5071.00
"35203577",2474.60
"35203578",4452.20
"35203579",4582.10
"35203580",19896.50
"35203581",2418.00
"35203584",19510.10
"35203585",6326.50
"35203586",2636.40
"35203587",1741.60
"35203588",4505.90
"35203589",4917.60
"35203590",5820.30
"35203591",16382.60
"35203592",2421.30
"35203593",1760.20
"35203594",2624.60
"35203595",4689.00
"35203596",4458.30
"35203597",3711.00
"35203599",4319.00
"35203600",1269.80
"35203604",4040.70
"35203605",5154.10
"35203606",5274.70
"35203607",2661.70
"35203608",3028.10
"35203610",2053.30
"35203611",3653.70
"35203612",2460.40
"35203613",2438.20
"35203614",5060.90
"35203615",874.70
"35203616",5662.70
"35203617",21025.60
"35203618",14506.00
"35203619",4775.70
"35203620",992.90
"35203621",9637.90
"35203622",8665.10
"35203623",725.90
"35203626",3028.60
"35203627",2302.50
"35203628",4709.90
"35203629",4258.90
"35203630",420.30
"35203631",4141.00
"35203632",1173.10
"35203633",2756.10
"35203634",2595.60
"35203635",5971.50
"35203636",3557.40
"35203637",6485.60
"35203640",2349.00
"35203641",3336.80
"35203649",0.00
"35203650",761.30
"35203651",3865.50
"35203652",4682.60
"35203653",5804.50
"35203654",5425.70
"35203655",4340.00
"35203656",838.50
"35203657",4262.10
"35203658",2935.20
"35203659",9559.40
"35203660",3014.90
"35203661",2751.10
"35203664",10296.10
"35203666",6416.80
"35203668",3270.40
"35203669",3264.20
"35203670",3553.40
"35203672",4177.90
"35203673",4532.60
"35203675",3775.10
"35203676",222.00
"35203677",1000.20
"35203678",3132.50
"35203679",2178.90
"35203680",2069.30
"35203681",3349.40
"35203682",2477.80
"35203683",2534.70
"35203684",2546.50
"35203685",1907.20
"35203686",1126.60
"35203687",1766.80
"35203688",2582.30
"35203689",2941.20
"35203690",5807.20
"35203691",3531.60
"35203692",3787.70
"35203693",7092.50
"35203694",7029.60
"35203695",2821.00
"35203696",8064.00
"35203697",6974.50
"35203698",4350.30
"35203699",553.10
"35203700",695.40
"35203701",2175.30
"35203703",5971.30
"35203704",6213.30
"35203705",8008.80
"35203708",5985.30
"35203709",10099.00
"35203710",7070.20
"35203711",7825.20
"35203712",4197.30
"35203713",592.20
"35203714",5511.30
"35203715",4154.30
"35203716",12617.40
"35203717",0.00
"35203718",2117.90
"35203719",2447.30
"35203720",2884.40
"35203721",3127.40
"35203722",2688.60
"35203723",3649.40
"35203724",3505.20
"35203725",2458.30
"35203726",3094.50
"35203729",2474.90
"35203730",6503.50
"35203731",4619.40
"35203732",2776.10
"35203733",4902.00
"35203734",5936.60
"35203735",3308.10
"35203736",487.50
"35203737",2362.00
"35203738",3377.40
"35203739",335.80
"35203740",1895.40
"35203743",6500.60
"35203744",3552.90
"35203745",2802.10
"35203746",2246.20
"35203747",2855.50
"35203748",2706.90
"35203751",1938.10
"35203752",3048.00
"35203753",1837.90
"35203754",1769.60
"35203755",2571.40
"35203756",4214.60
"35203757",2660.30
"35203758",4587.90
"35203759",1987.50
"35203760",2552.50
"35203761",2608.40
"35203762",3762.20
"35203766",6167.90
"35203786",685.70
"35203787",2523.10
"35203788",570.80
"35203789",3341.10
"35203790",3195.70
"35203791",3056.80
"35203792",3574.60
"35203793",9746.20
"35203794",3890.30
"35203796",4023.40
"35203798",6656.50
"35203799",9026.90
"35203800",6397.10
"35203801",4499.50
"35203802",5359.10
"35203803",7650.50
"35203807",12050.00
"35203808",10024.20
"35203809",9904.30
"35203810",9234.70
"35203811",6448.70
"35203812",14218.20
"35203813",8323.70
"35203815",7087.10
"35203816",8097.80
"35203817",6601.80
"35203818",11088.30
"35203819",9625.30
"35203820",9571.20
"35203828",10315.30
"35203829",12313.60
"35203830",7994.50
"35203833",9195.60
"35203834",12408.00
"35203835",9487.20
"35203836",7948.70
"35203837",7577.50
"35203838",7324.20
"35203841",5423.60
"35203842",14005.00
"35203843",12389.60
"35203844",14086.80
"35203845",13140.20
"35203846",3963.10
"35203847",29921.30
"35203848",1598.50
"35203849",4798.70
"35203850",1817.20
"35203851",8479.50
"35203852",5254.80
"35203853",6741.30
"35203857",46477.50
"35203858",4663.80
"35203859",20289.00
"35203860",9772.20
"35203861",24202.90
"35203864",20125.00
"35203865",7847.50
"35203866",19217.40
"35203867",4749.00
"35203868",5679.00
"35203869",2861.10
"35203870",6615.20
"35203871",6562.10
"35203872",6427.40
"35203873",3413.00
"35203876",12363.10
"35203877",10670.90
"35203878",3775.20
"35203880",6948.20
"35203881",10177.40
"35203882",6220.10
"35203883",6551.20
"35203884",5894.60
"35203885",11742.90
"35203886",6725.10
"35203887",5674.00
"35203888",5895.60
"35203889",6521.70
"35203890",9369.00
"35203891",6638.10
"35203892",9195.40
"35203893",11715.60
"35203895",5036.00
"35203897",6037.70
"35203898",7684.70
"35203899",20949.70
"35203908",8783.10
"35203909",3418.30
"35203910",3359.10
"35203911",8987.80
"35203912",54666.70
"35203913",5886.30
"35203914",14493.80
"35203915",10098.60
